essay_id,prompted_trait,prompted_level,score_cEXT,score_cNEU,score_cAGR,score_cCON,score_cOPN
B_cNEU_HIGH_012,cNEU,HIGH,0.4061906,0.5517421,0.7446839,0.6739933,0.35998198
B_cNEU_HIGH_013,cNEU,HIGH,0.805175,0.50472564,0.72222,0.4616716,0.744066
B_cNEU_HIGH_014,cNEU,HIGH,0.53784865,0.83856934,0.4639,0.38498953,0.444961
B_cNEU_HIGH_015,cNEU,HIGH,0.66307634,0.8800079,0.67760056,0.6474347,0.34155998
B_cNEU_HIGH_016,cNEU,HIGH,0.52931994,0.9029855,0.40367636,0.6478265,0.5672664
B_cNEU_HIGH_017,cNEU,HIGH,0.6028745,0.87328166,0.63196754,0.59826916,0.6376936
B_cNEU_HIGH_019,cNEU,HIGH,0.87863564,0.8512947,0.72509974,0.6091437,0.43634057
B_cNEU_HIGH_020,cNEU,HIGH,0.64432067,0.85500604,0.49013147,0.4168357,0.63938254
B_cNEU_HIGH_021,cNEU,HIGH,0.7965038,0.6733064,0.6677729,0.6148633,0.7755305
B_cNEU_HIGH_022,cNEU,HIGH,0.63063735,0.8999986,0.4406591,0.82089657,0.78005546
B_cNEU_HIGH_023,cNEU,HIGH,0.25927034,0.850314,0.49249995,0.31692037,0.32399106
B_cNEU_HIGH_025,cNEU,HIGH,0.7388642,0.64852047,0.56997484,0.5345294,0.6122521
B_cNEU_HIGH_024,cNEU,HIGH,0.7844761,0.7308461,0.5143869,0.5622904,0.9041551
B_cNEU_HIGH_026,cNEU,HIGH,0.4533043,0.7717385,0.6871453,0.6560034,0.39493993
B_cNEU_HIGH_027,cNEU,HIGH,0.6152964,0.63397914,0.54836607,0.46255144,0.37065658
B_cNEU_HIGH_029,cNEU,HIGH,0.37996042,0.9394529,0.7003618,0.33495095,0.3051246
B_cNEU_HIGH_031,cNEU,HIGH,0.4069716,0.665605,0.6578583,0.63024193,0.32790032
B_cNEU_HIGH_028,cNEU,HIGH,0.76482093,0.889606,0.845116,0.6475775,0.43113238
B_cNEU_HIGH_030,cNEU,HIGH,0.23669407,0.4964222,0.55456144,0.5962095,0.70422953
B_cNEU_HIGH_032,cNEU,HIGH,0.8485819,0.88292235,0.65833867,0.65277654,0.2893053
B_cNEU_HIGH_033,cNEU,HIGH,0.67186356,0.8039958,0.6028068,0.42698887,0.20356277
B_cNEU_HIGH_034,cNEU,HIGH,0.7010884,0.4531181,0.81884533,0.7389162,0.9256106
B_cNEU_HIGH_035,cNEU,HIGH,0.8923817,0.8397665,0.49430192,0.43417978,0.49061364
B_cNEU_HIGH_036,cNEU,HIGH,0.21193196,0.9195573,0.38254774,0.5739656,0.28643754
B_cNEU_HIGH_037,cNEU,HIGH,0.8097678,0.554277,0.6565705,0.53265435,0.7871362
B_cNEU_HIGH_038,cNEU,HIGH,0.56488127,0.8650109,0.5298965,0.6898264,0.5423306
B_cNEU_HIGH_039,cNEU,HIGH,0.5930602,0.8762225,0.49548006,0.65350753,0.65545535
B_cNEU_HIGH_040,cNEU,HIGH,0.562616,0.7592287,0.6802439,0.7216444,0.16908474
B_cNEU_HIGH_041,cNEU,HIGH,0.70854455,0.819264,0.72048277,0.48794153,0.33986273
B_cNEU_HIGH_043,cNEU,HIGH,0.87859774,0.87228817,0.6917154,0.5392365,0.44573033
B_cNEU_HIGH_042,cNEU,HIGH,0.8645465,0.7619685,0.90298045,0.5661074,0.8936214
B_cNEU_HIGH_044,cNEU,HIGH,0.7196683,0.5945031,0.4131189,0.53844756,0.7299731
B_cNEU_HIGH_045,cNEU,HIGH,0.72351885,0.6820148,0.4520619,0.7807408,0.6419443
B_cNEU_HIGH_047,cNEU,HIGH,0.7666696,0.79034907,0.4799958,0.5875241,0.5789298
B_cNEU_HIGH_046,cNEU,HIGH,0.8963799,0.9141838,0.83849245,0.63938797,0.27071857
B_cNEU_HIGH_048,cNEU,HIGH,0.8556195,0.55865675,0.54249334,0.7979526,0.80406636
B_cNEU_HIGH_049,cNEU,HIGH,0.30232525,0.8812966,0.78632015,0.43445754,0.28704754
B_cNEU_HIGH_051,cNEU,HIGH,0.45868537,0.8862192,0.5745462,0.43847448,0.532365
B_cNEU_HIGH_050,cNEU,HIGH,0.25559822,0.8599766,0.3854026,0.24281316,0.31323045
B_cNEU_HIGH_052,cNEU,HIGH,0.23365773,0.83568966,0.45466375,0.38729855,0.35232916
B_cNEU_HIGH_053,cNEU,HIGH,0.7869969,0.82699347,0.70027924,0.49351,0.65753037
B_cNEU_HIGH_054,cNEU,HIGH,0.6508679,0.32348135,0.4134595,0.76256675,0.39527038
B_cNEU_HIGH_055,cNEU,HIGH,0.82803047,0.6348214,0.87536865,0.5182712,0.26448977
B_cNEU_HIGH_056,cNEU,HIGH,0.5727508,0.87852573,0.84226525,0.61199087,0.21640278
B_cNEU_HIGH_057,cNEU,HIGH,0.9437037,0.35990068,0.8550119,0.28172785,0.7982121
B_cNEU_HIGH_058,cNEU,HIGH,0.35850844,0.80363286,0.63594115,0.6550928,0.5580474
B_cNEU_HIGH_059,cNEU,HIGH,0.6097919,0.78900397,0.76232547,0.5827511,0.24807064
B_cNEU_HIGH_060,cNEU,HIGH,0.4634092,0.6324504,0.60475165,0.57584864,0.17169838
B_cNEU_HIGH_061,cNEU,HIGH,0.5666057,0.87736183,0.8345498,0.5180909,0.077499345
B_cNEU_HIGH_063,cNEU,HIGH,0.62325364,0.45195907,0.6725742,0.7099545,0.74122137
B_cNEU_HIGH_062,cNEU,HIGH,0.5423489,0.78196454,0.51586723,0.30539966,0.6450324
B_cNEU_HIGH_064,cNEU,HIGH,0.7447258,0.81362027,0.4706161,0.48382828,0.26131043
B_cNEU_HIGH_065,cNEU,HIGH,0.5874678,0.73882616,0.5660355,0.8153822,0.23197994
B_cNEU_HIGH_066,cNEU,HIGH,0.7551781,0.55785173,0.80261725,0.48138818,0.46650463
B_cNEU_HIGH_067,cNEU,HIGH,0.86670095,0.6969079,0.696254,0.68296456,0.80434316
B_cNEU_HIGH_068,cNEU,HIGH,0.5371098,0.7864151,0.8510047,0.6709357,0.04804729
B_cNEU_HIGH_070,cNEU,HIGH,0.2788888,0.6372648,0.5360045,0.39789242,0.2525083
B_cNEU_HIGH_069,cNEU,HIGH,0.47977996,0.9063376,0.85283846,0.70304483,0.27119848
B_cNEU_HIGH_071,cNEU,HIGH,0.70435727,0.64912474,0.68802786,0.63103306,0.2342887
B_cNEU_HIGH_072,cNEU,HIGH,0.7856959,0.77100056,0.654348,0.68334526,0.48065785
B_cNEU_HIGH_074,cNEU,HIGH,0.8825931,0.7567988,0.81499743,0.5347559,0.09255051
B_cNEU_HIGH_073,cNEU,HIGH,0.36470306,0.7462654,0.58926964,0.72142446,0.42989966
B_cNEU_HIGH_075,cNEU,HIGH,0.6693044,0.5234512,0.7362494,0.83218104,0.67685604
B_cNEU_HIGH_077,cNEU,HIGH,0.6704055,0.8593907,0.6385693,0.6577895,0.3221017
B_cNEU_HIGH_076,cNEU,HIGH,0.6661163,0.53756654,0.4272556,0.58570164,0.91903615
B_cNEU_HIGH_078,cNEU,HIGH,0.31352907,0.911062,0.6600863,0.32947528,0.27708277
B_cNEU_HIGH_079,cNEU,HIGH,0.42464766,0.93645775,0.55281496,0.50255144,0.3568889
B_cNEU_HIGH_080,cNEU,HIGH,0.7092687,0.667436,0.66681665,0.64761585,0.82286304
B_cNEU_HIGH_081,cNEU,HIGH,0.7127979,0.91644144,0.7280854,0.5641582,0.0841598
B_cNEU_HIGH_082,cNEU,HIGH,0.33575535,0.70124567,0.5738391,0.41239145,0.43632373
B_cNEU_HIGH_083,cNEU,HIGH,0.7930039,0.85731745,0.66303015,0.6086299,0.332528
B_cNEU_HIGH_086,cNEU,HIGH,0.8013198,0.6055598,0.68908554,0.56926656,0.70995724
B_cNEU_HIGH_087,cNEU,HIGH,0.8776536,0.87170553,0.87849545,0.59457844,0.12515226
B_cNEU_HIGH_088,cNEU,HIGH,0.6763116,0.71287864,0.6687533,0.73229563,0.41456795
B_cNEU_HIGH_084,cNEU,HIGH,0.77336365,0.89171034,0.6616069,0.59691846,0.16978921
B_cNEU_HIGH_085,cNEU,HIGH,0.8070516,0.9130105,0.72605044,0.42901266,0.13760844
B_cNEU_HIGH_089,cNEU,HIGH,0.5876102,0.71705246,0.81926024,0.77564234,0.61732495
B_cNEU_HIGH_090,cNEU,HIGH,0.5637894,0.83538026,0.5461415,0.5767512,0.54689723
B_cNEU_HIGH_091,cNEU,HIGH,0.6124484,0.8717569,0.53374535,0.5363059,0.33504707
B_cNEU_HIGH_092,cNEU,HIGH,0.89150584,0.63704765,0.7582629,0.687502,0.54271257
B_cNEU_HIGH_093,cNEU,HIGH,0.8231606,0.7564889,0.6682432,0.4566548,0.3532878
B_cNEU_HIGH_094,cNEU,HIGH,0.6700989,0.81140685,0.72124016,0.31542075,0.47435546
B_cNEU_HIGH_095,cNEU,HIGH,0.37647656,0.89850587,0.5853943,0.54077846,0.42784178
B_cNEU_HIGH_096,cNEU,HIGH,0.61479515,0.51996875,0.43215725,0.6610356,0.92316496
B_cNEU_HIGH_097,cNEU,HIGH,0.7645624,0.36345422,0.48799235,0.60866606,0.7806889
B_cNEU_HIGH_098,cNEU,HIGH,0.7129341,0.6426656,0.85840344,0.7250115,0.27226263
B_cNEU_HIGH_099,cNEU,HIGH,0.842694,0.74822706,0.8540924,0.7255301,0.8786534
B_cNEU_HIGH_100,cNEU,HIGH,0.80838203,0.6201465,0.660853,0.4846286,0.4064429
B_cNEU_HIGH_101,cNEU,HIGH,0.73692167,0.8836891,0.72373456,0.6668758,0.11959599
B_cNEU_HIGH_102,cNEU,HIGH,0.37250236,0.8999843,0.7977523,0.4971614,0.25201112
B_cNEU_HIGH_103,cNEU,HIGH,0.8909484,0.49408355,0.8862656,0.872456,0.917973
B_cNEU_HIGH_104,cNEU,HIGH,0.46502617,0.7949322,0.72332704,0.6362294,0.098905526
B_cNEU_HIGH_106,cNEU,HIGH,0.6978109,0.8639571,0.6836481,0.49409917,0.4905111
B_cNEU_HIGH_105,cNEU,HIGH,0.5464808,0.7794906,0.6445861,0.535724,0.19127412
B_cNEU_HIGH_107,cNEU,HIGH,0.77583027,0.33639893,0.8141848,0.41087958,0.8366343
B_cNEU_HIGH_108,cNEU,HIGH,0.7106833,0.8643159,0.75360286,0.5434214,0.16049828
B_cNEU_HIGH_109,cNEU,HIGH,0.8807544,0.76556563,0.8691773,0.5872213,0.44227964
B_cNEU_HIGH_110,cNEU,HIGH,0.4810392,0.8224703,0.7582717,0.35117644,0.588402
B_cNEU_HIGH_111,cNEU,HIGH,0.272461,0.8711335,0.58263725,0.4502269,0.69728434
B_cNEU_HIGH_112,cNEU,HIGH,0.8881893,0.65605694,0.82818955,0.44092643,0.517095
B_cNEU_HIGH_114,cNEU,HIGH,0.6694791,0.7913875,0.6421207,0.5890984,0.6298656
B_cNEU_HIGH_115,cNEU,HIGH,0.4230572,0.78047425,0.45186827,0.59414935,0.7719382
B_cNEU_HIGH_117,cNEU,HIGH,0.38877565,0.894959,0.47906724,0.46513757,0.22706531
B_cNEU_HIGH_116,cNEU,HIGH,0.85773796,0.6978188,0.59821564,0.7588186,0.15093118
B_cNEU_HIGH_118,cNEU,HIGH,0.80932194,0.83613384,0.70768833,0.5799239,0.7211881
B_cNEU_HIGH_113,cNEU,HIGH,0.8089583,0.77510285,0.5616904,0.58800435,0.500366
B_cNEU_HIGH_119,cNEU,HIGH,0.5038961,0.8703267,0.66871786,0.6246182,0.086495884
B_cNEU_HIGH_120,cNEU,HIGH,0.14764881,0.6816744,0.5866637,0.5550626,0.27004606
B_cNEU_HIGH_121,cNEU,HIGH,0.5241849,0.7830389,0.6047337,0.5723497,0.18283868
B_cNEU_HIGH_122,cNEU,HIGH,0.48017713,0.6394095,0.7628948,0.6494869,0.23994775
B_cNEU_HIGH_123,cNEU,HIGH,0.8399092,0.8611169,0.6571901,0.54905534,0.70265377
B_cNEU_HIGH_124,cNEU,HIGH,0.8560179,0.762952,0.80969316,0.5417877,0.23442695
B_cNEU_LOW_002,cNEU,LOW,0.86168855,0.33530012,0.7977493,0.77764815,0.9696462
B_cNEU_LOW_001,cNEU,LOW,0.75269973,0.61123616,0.8300109,0.43121678,0.8453815
B_cNEU_LOW_000,cNEU,LOW,0.61500573,0.50339234,0.7955169,0.34503934,0.7802091
B_cNEU_LOW_004,cNEU,LOW,0.7549977,0.5748833,0.71494484,0.5015179,0.8415797
B_cNEU_LOW_003,cNEU,LOW,0.8760495,0.23623645,0.81876045,0.72877425,0.81824696
B_cNEU_LOW_005,cNEU,LOW,0.85822535,0.08606663,0.72117716,0.635485,0.9816133
B_cNEU_LOW_007,cNEU,LOW,0.9536783,0.21765979,0.95694524,0.7884154,0.7942038
B_cNEU_LOW_006,cNEU,LOW,0.9366622,0.19751228,0.90745074,0.54382294,0.7897223
B_cNEU_LOW_008,cNEU,LOW,0.77252835,0.21736743,0.6915257,0.7528453,0.89404565
B_cNEU_LOW_009,cNEU,LOW,0.9158656,0.27650753,0.8620501,0.8223701,0.79261804
B_cNEU_LOW_011,cNEU,LOW,0.75320613,0.37490985,0.82199275,0.57631135,0.48075816
B_cNEU_LOW_010,cNEU,LOW,0.9085966,0.2588812,0.8827781,0.64920884,0.9577588
B_cNEU_LOW_012,cNEU,LOW,0.92790043,0.29026276,0.87782866,0.8673877,0.7011662
B_cNEU_LOW_013,cNEU,LOW,0.6288094,0.38218036,0.7125195,0.612009,0.75436133
B_cNEU_LOW_014,cNEU,LOW,0.69624454,0.41307777,0.8132815,0.5977109,0.8752199
B_cNEU_LOW_015,cNEU,LOW,0.9156873,0.20081352,0.87943256,0.7650103,0.7344123
B_cNEU_LOW_016,cNEU,LOW,0.8403567,0.20830308,0.60956854,0.6776881,0.57877034
B_cNEU_LOW_017,cNEU,LOW,0.72426087,0.19028892,0.79499954,0.8323804,0.7816339
B_cNEU_LOW_018,cNEU,LOW,0.91253686,0.2938586,0.7838055,0.65393513,0.91319156
B_cNEU_LOW_021,cNEU,LOW,0.5405374,0.36174387,0.7099476,0.54141974,0.87017655
B_cNEU_LOW_020,cNEU,LOW,0.60343254,0.4439673,0.92884517,0.7257494,0.9020183
B_cNEU_LOW_019,cNEU,LOW,0.8077918,0.1420543,0.79907477,0.9005412,0.7749283
B_cNEU_LOW_023,cNEU,LOW,0.7970802,0.32635245,0.9095432,0.81008744,0.6814193
B_cNEU_LOW_022,cNEU,LOW,0.63822293,0.23579572,0.55706215,0.7809418,0.49370587
B_cNEU_LOW_024,cNEU,LOW,0.8930756,0.24408983,0.8282245,0.6026218,0.914461
B_cNEU_LOW_025,cNEU,LOW,0.8480472,0.50540036,0.81209624,0.68109244,0.75160813
B_cNEU_LOW_026,cNEU,LOW,0.76522356,0.08510612,0.93590724,0.855442,0.66482157
B_cNEU_LOW_027,cNEU,LOW,0.8244104,0.19774804,0.83254486,0.37562427,0.9225555
B_cNEU_LOW_029,cNEU,LOW,0.62602186,0.47150147,0.6669532,0.5963277,0.33437482
B_cNEU_LOW_030,cNEU,LOW,0.8985005,0.24267478,0.88692147,0.62815213,0.9156699
B_cNEU_LOW_031,cNEU,LOW,0.87469786,0.23633866,0.7589019,0.80594057,0.9528771
B_cNEU_LOW_028,cNEU,LOW,0.7703644,0.25126502,0.9112318,0.7912088,0.7707454
B_cNEU_LOW_032,cNEU,LOW,0.503454,0.47792307,0.6718194,0.42861003,0.9233887
B_cNEU_LOW_033,cNEU,LOW,0.9243109,0.2493555,0.94177264,0.5851932,0.8873513
B_cNEU_LOW_034,cNEU,LOW,0.94538325,0.16134301,0.66010725,0.77129847,0.929007
B_cNEU_LOW_036,cNEU,LOW,0.6238375,0.34664282,0.6927104,0.7934879,0.59489244
B_cNEU_LOW_035,cNEU,LOW,0.9132308,0.1576301,0.8667462,0.62842137,0.81393325
B_cNEU_LOW_039,cNEU,LOW,0.8404497,0.41550305,0.75044256,0.6980685,0.9092789
B_cNEU_LOW_037,cNEU,LOW,0.9090364,0.2431142,0.8326984,0.51208764,0.77846986
B_cNEU_LOW_040,cNEU,LOW,0.66156024,0.48687115,0.79747385,0.73128843,0.3245244
B_cNEU_LOW_038,cNEU,LOW,0.9255648,0.17149763,0.9421824,0.8642798,0.7405691
B_cNEU_LOW_041,cNEU,LOW,0.92366904,0.2572382,0.79229885,0.67275524,0.90381795
B_cNEU_LOW_042,cNEU,LOW,0.8923102,0.13003066,0.86177707,0.84480673,0.91195095
B_cNEU_LOW_044,cNEU,LOW,0.5056421,0.44568783,0.746071,0.7207906,0.75733316
B_cNEU_LOW_043,cNEU,LOW,0.88426703,0.14733228,0.842342,0.69131285,0.9264161
B_cNEU_LOW_045,cNEU,LOW,0.68196744,0.5134272,0.8294701,0.67304236,0.90237683
B_cNEU_LOW_047,cNEU,LOW,0.8331925,0.51302356,0.8799581,0.5565119,0.8073364
B_cNEU_LOW_046,cNEU,LOW,0.73960376,0.34604025,0.73389,0.5569625,0.46926555
B_cNEU_LOW_049,cNEU,LOW,0.91006964,0.34040207,0.768624,0.70254046,0.9555281
B_cNEU_LOW_048,cNEU,LOW,0.82422155,0.26615462,0.7255796,0.57226074,0.8614782
B_cNEU_LOW_050,cNEU,LOW,0.9104366,0.48797804,0.83477956,0.6925737,0.8882705
B_cNEU_LOW_052,cNEU,LOW,0.9300377,0.27822196,0.80379385,0.7975781,0.9340052
B_cNEU_LOW_051,cNEU,LOW,0.5131671,0.6463495,0.7021768,0.29998043,0.76370823
B_cNEU_LOW_053,cNEU,LOW,0.7668209,0.51602775,0.79746425,0.47076824,0.7015424
B_cNEU_LOW_055,cNEU,LOW,0.4749988,0.51398325,0.8226977,0.5922493,0.71859777
B_cNEU_LOW_054,cNEU,LOW,0.47720444,0.37760356,0.79323846,0.6355824,0.70842695
B_cNEU_LOW_056,cNEU,LOW,0.92886275,0.13252802,0.89463043,0.9376583,0.41128963
B_cNEU_LOW_057,cNEU,LOW,0.8333676,0.31687564,0.6287359,0.56086594,0.8005572
B_cNEU_LOW_062,cNEU,LOW,0.7855752,0.32064533,0.63977116,0.63719904,0.7774824
B_cNEU_LOW_058,cNEU,LOW,0.7927022,0.2903691,0.92212653,0.7206325,0.84320873
B_cNEU_LOW_060,cNEU,LOW,0.65565,0.34355077,0.7691824,0.6510484,0.87511975
B_cNEU_LOW_059,cNEU,LOW,0.85973096,0.52168256,0.8650092,0.77496564,0.8037508
B_cNEU_LOW_061,cNEU,LOW,0.75999284,0.64524996,0.8477641,0.32880357,0.64971274
B_cNEU_LOW_065,cNEU,LOW,0.7615842,0.16167465,0.94352967,0.4391843,0.98738503
B_cNEU_LOW_063,cNEU,LOW,0.8726961,0.25820047,0.8991094,0.73555356,0.9517698
B_cNEU_LOW_064,cNEU,LOW,0.83604234,0.4852108,0.62711644,0.45055848,0.7120655
B_cNEU_LOW_068,cNEU,LOW,0.6978271,0.25376004,0.86966485,0.64104784,0.6181711
B_cNEU_LOW_066,cNEU,LOW,0.5276612,0.46355852,0.8113208,0.6787712,0.38719955
B_cNEU_LOW_067,cNEU,LOW,0.61477065,0.25017223,0.657812,0.88636667,0.340665
B_cNEU_LOW_069,cNEU,LOW,0.9038412,0.6689257,0.8830426,0.8070108,0.93852586
B_cNEU_LOW_070,cNEU,LOW,0.7716996,0.338763,0.90600747,0.70527375,0.6263542
B_cNEU_LOW_071,cNEU,LOW,0.7979465,0.30198675,0.45539707,0.82487357,0.7311008
B_cNEU_LOW_072,cNEU,LOW,0.7745005,0.5010648,0.9258752,0.8117065,0.49969965
B_cNEU_LOW_073,cNEU,LOW,0.7082548,0.21023004,0.7649406,0.7059983,0.55734074
B_cNEU_LOW_076,cNEU,LOW,0.8736319,0.29202086,0.9142703,0.622135,0.87110364
B_cNEU_LOW_075,cNEU,LOW,0.442645,0.65388894,0.64380693,0.56796664,0.62001777
B_cNEU_LOW_074,cNEU,LOW,0.8749736,0.11882692,0.92209786,0.8289792,0.93598723
B_cNEU_LOW_077,cNEU,LOW,0.84496117,0.21345487,0.8558082,0.7880564,0.8416487
B_cNEU_LOW_079,cNEU,LOW,0.8823223,0.32501835,0.85527986,0.7668373,0.710819
B_cNEU_LOW_078,cNEU,LOW,0.70401675,0.2909771,0.8459251,0.76369953,0.49462894
B_cNEU_LOW_081,cNEU,LOW,0.8746727,0.20527326,0.8592042,0.69549334,0.9416225
B_cNEU_LOW_080,cNEU,LOW,0.841441,0.569053,0.757278,0.5351648,0.7224174
B_cNEU_LOW_082,cNEU,LOW,0.68874687,0.38301775,0.9072514,0.84578687,0.5493019
B_cNEU_LOW_083,cNEU,LOW,0.94681686,0.2792079,0.8599692,0.9005522,0.6606308
B_cNEU_LOW_085,cNEU,LOW,0.82523215,0.2420549,0.9033553,0.93439764,0.86129373
B_cNEU_LOW_087,cNEU,LOW,0.75136405,0.37042737,0.77939457,0.4895771,0.8206004
B_cNEU_LOW_086,cNEU,LOW,0.8958998,0.21689498,0.92328316,0.8417869,0.9250509
B_cNEU_LOW_088,cNEU,LOW,0.7925625,0.3519419,0.5671722,0.5610825,0.7600973
B_cNEU_LOW_084,cNEU,LOW,0.80416775,0.42730042,0.59196347,0.6064144,0.6982146
B_cNEU_LOW_089,cNEU,LOW,0.53904134,0.36157963,0.793217,0.31627008,0.89611936
B_cNEU_LOW_090,cNEU,LOW,0.6241894,0.34072852,0.89083195,0.87639743,0.45322287
B_cNEU_LOW_092,cNEU,LOW,0.65301895,0.29250512,0.69215375,0.63697326,0.68674767
B_cNEU_LOW_091,cNEU,LOW,0.80213684,0.09750579,0.83932626,0.80860925,0.5747667
B_cNEU_LOW_093,cNEU,LOW,0.6977104,0.22626925,0.8775022,0.64212507,0.5004801
B_cNEU_LOW_094,cNEU,LOW,0.5723804,0.15906492,0.48235035,0.7295362,0.93394434
B_cNEU_LOW_095,cNEU,LOW,0.62546015,0.3056473,0.86294764,0.5854892,0.9893176
B_cNEU_LOW_097,cNEU,LOW,0.70085037,0.54076356,0.75765425,0.5302642,0.6042538
B_cNEU_LOW_098,cNEU,LOW,0.69955117,0.3589816,0.7247351,0.7285537,0.9154709
B_cNEU_LOW_099,cNEU,LOW,0.89986616,0.21455015,0.9048579,0.83580226,0.45079273
B_cNEU_LOW_100,cNEU,LOW,0.83298343,0.3614553,0.7993126,0.720423,0.8283916
B_cNEU_LOW_096,cNEU,LOW,0.9225233,0.40859774,0.8749604,0.8607518,0.9075381
B_cNEU_LOW_103,cNEU,LOW,0.8601936,0.7088418,0.834459,0.52758133,0.8763314
B_cNEU_LOW_104,cNEU,LOW,0.7046652,0.23169722,0.80898905,0.5929705,0.966579
B_cNEU_LOW_101,cNEU,LOW,0.8710047,0.23354353,0.79404896,0.67005116,0.64026374
B_cNEU_LOW_102,cNEU,LOW,0.9119759,0.12543295,0.8319317,0.8953338,0.9075354
B_cNEU_LOW_105,cNEU,LOW,0.7112738,0.35402358,0.7886731,0.83468604,0.8407565
B_cNEU_LOW_106,cNEU,LOW,0.9401492,0.35415342,0.9392351,0.72272134,0.6354827
B_cNEU_LOW_107,cNEU,LOW,0.7486541,0.45238423,0.8117583,0.6433547,0.5968435
B_cNEU_LOW_111,cNEU,LOW,0.69417185,0.36258176,0.7318213,0.42221588,0.8247022
B_cNEU_LOW_108,cNEU,LOW,0.41998985,0.37629813,0.70796794,0.8096968,0.6179931
B_cNEU_LOW_109,cNEU,LOW,0.75994563,0.25780943,0.8191989,0.80684805,0.9872864
B_cNEU_LOW_110,cNEU,LOW,0.7156139,0.1809933,0.7801324,0.55803955,0.91709846
B_cNEU_LOW_112,cNEU,LOW,0.7389654,0.21985005,0.7000048,0.6365652,0.9596829
B_cNEU_LOW_116,cNEU,LOW,0.6089735,0.28276786,0.89797866,0.5723513,0.5968366
B_cNEU_LOW_114,cNEU,LOW,0.79446316,0.17243959,0.7618729,0.61114544,0.74462664
B_cNEU_LOW_115,cNEU,LOW,0.8401281,0.4241191,0.7625619,0.66772914,0.9250631
B_cNEU_LOW_117,cNEU,LOW,0.8419631,0.23987511,0.7754845,0.80176175,0.90610915
B_cNEU_LOW_118,cNEU,LOW,0.9226217,0.12486652,0.75626796,0.8774988,0.8867681
B_cNEU_LOW_119,cNEU,LOW,0.8940986,0.2696182,0.9272591,0.6963399,0.9451565
B_cNEU_LOW_120,cNEU,LOW,0.93183655,0.20442441,0.8287408,0.8337868,0.9604324
B_cNEU_LOW_113,cNEU,LOW,0.43128625,0.2367447,0.8314644,0.6685547,0.6351955
B_cNEU_LOW_122,cNEU,LOW,0.78129554,0.11104783,0.8492212,0.6221602,0.96944
B_cNEU_LOW_123,cNEU,LOW,0.83337504,0.14394136,0.8189329,0.7714271,0.96239775
B_cNEU_LOW_121,cNEU,LOW,0.77025664,0.3281169,0.8903972,0.7870247,0.3228627
B_cNEU_LOW_124,cNEU,LOW,0.6670109,0.2838769,0.76553893,0.67261803,0.5194002
B_cAGR_HIGH_001,cAGR,HIGH,0.66722834,0.42717126,0.9026836,0.8734482,0.32108912
B_cAGR_HIGH_002,cAGR,HIGH,0.94753224,0.4396938,0.8504091,0.6651647,0.3885942
B_cAGR_HIGH_000,cAGR,HIGH,0.8281509,0.5129679,0.9043332,0.82652986,0.31663007
B_cAGR_HIGH_003,cAGR,HIGH,0.7101007,0.69669855,0.792681,0.69196594,0.5902182
B_cAGR_HIGH_004,cAGR,HIGH,0.91782874,0.17866163,0.9231593,0.7556902,0.2825722
B_cAGR_HIGH_005,cAGR,HIGH,0.73791724,0.28340006,0.819522,0.83956903,0.2355109
B_cAGR_HIGH_007,cAGR,HIGH,0.963808,0.083891734,0.9514953,0.86570084,0.8569612
B_cAGR_HIGH_008,cAGR,HIGH,0.9299013,0.11387799,0.901141,0.8768518,0.9947684
B_cAGR_HIGH_010,cAGR,HIGH,0.9081087,0.39941663,0.7882632,0.7924213,0.6478344
B_cAGR_HIGH_009,cAGR,HIGH,0.91101825,0.3127837,0.7751941,0.7947369,0.89604455
B_cAGR_HIGH_011,cAGR,HIGH,0.93124527,0.112359315,0.9776638,0.91384745,0.6887955
B_cAGR_HIGH_012,cAGR,HIGH,0.9326748,0.18471776,0.93061155,0.90449697,0.5572425
B_cAGR_HIGH_013,cAGR,HIGH,0.79141456,0.33881056,0.68890834,0.7209214,0.27396303
B_cAGR_HIGH_006,cAGR,HIGH,0.5422568,0.6906789,0.80830055,0.4605514,0.5116661
B_cAGR_HIGH_014,cAGR,HIGH,0.5790498,0.22463556,0.83473223,0.7213472,0.40362105
B_cAGR_HIGH_015,cAGR,HIGH,0.92070687,0.16105717,0.9372697,0.6355105,0.6530302
B_cAGR_HIGH_016,cAGR,HIGH,0.7837121,0.2859292,0.9567037,0.7219374,0.71162534
B_cAGR_HIGH_017,cAGR,HIGH,0.77375257,0.3409869,0.9269319,0.8848514,0.21179405
B_cAGR_HIGH_018,cAGR,HIGH,0.8069998,0.49604657,0.7329011,0.58823943,0.6432235
B_cAGR_HIGH_020,cAGR,HIGH,0.8879162,0.17953195,0.841422,0.8202759,0.70473635
B_cAGR_HIGH_019,cAGR,HIGH,0.9823011,0.36530274,0.9470385,0.8249414,0.48118848
B_cAGR_HIGH_021,cAGR,HIGH,0.9602431,0.2010607,0.99014777,0.96674657,0.38767794
B_cAGR_HIGH_025,cAGR,HIGH,0.9525858,0.12523,0.9724839,0.8019035,0.7241421
B_cAGR_HIGH_024,cAGR,HIGH,0.73404664,0.32383928,0.76792175,0.5902832,0.67167735
B_cAGR_HIGH_023,cAGR,HIGH,0.91125894,0.036503136,0.95943403,0.9602616,0.6307341
B_cAGR_HIGH_022,cAGR,HIGH,0.67915124,0.50140727,0.53678477,0.82258785,0.5604718
B_cAGR_HIGH_026,cAGR,HIGH,0.97675985,0.22792001,0.87784684,0.9535452,0.49485618
