essay_id,prompted_trait,prompted_level,score_openness,score_conscientiousness,score_extraversion,score_agreeableness,score_neuroticism
B_rv_extraversion_LOW_022_labelonly,extraversion,LOW,-0.77047795,-0.9438827,-1.0948955,-0.6989424,0.6289196
B_rv_extraversion_LOW_025_labelonly,extraversion,LOW,-0.3784593,-0.36708733,-0.73063534,-0.41555217,0.38292804
B_rv_extraversion_LOW_024_labelonly,extraversion,LOW,-0.34385166,-0.34227425,-0.69044816,-0.36916998,0.45224136
B_rv_extraversion_LOW_026_labelonly,extraversion,LOW,-0.6460937,-0.86152506,-1.1271871,-0.5923799,0.41718325
B_rv_extraversion_LOW_028_labelonly,extraversion,LOW,-0.28132328,-0.41460478,-0.6611095,-0.37595794,0.35325596
B_rv_extraversion_LOW_020_labelonly,extraversion,LOW,-0.37502038,-0.65092695,-0.63852054,-0.49707082,0.3307291
B_rv_extraversion_LOW_029_labelonly,extraversion,LOW,-0.5466192,-0.5326616,-0.80645114,-0.41516295,0.40809077
B_rv_extraversion_LOW_027_labelonly,extraversion,LOW,-1.0296253,-1.03392,-1.2397003,-1.0414225,0.5785195
B_rv_extraversion_LOW_030_labelonly,extraversion,LOW,-0.35115817,-0.42908588,-0.8826452,-0.63496506,0.4217194
B_rv_extraversion_LOW_031_labelonly,extraversion,LOW,-0.38973817,-0.53867143,-0.8388924,-0.48719665,0.46939832
B_rv_extraversion_LOW_032_labelonly,extraversion,LOW,-0.47220415,-0.57291317,-0.87247205,-0.6332087,0.48866227
B_rv_extraversion_LOW_035_labelonly,extraversion,LOW,-0.35535023,-0.53018105,-0.8158415,-0.30049208,0.41428217
B_rv_extraversion_LOW_034_labelonly,extraversion,LOW,-0.72012985,-0.93785894,-1.1935827,-0.6944535,0.40161943
B_rv_extraversion_LOW_036_labelonly,extraversion,LOW,-0.2766839,-0.5559183,-0.7151366,-0.36646637,0.46476802
B_rv_extraversion_LOW_038_labelonly,extraversion,LOW,-0.7585391,-1.0243683,-1.2617966,-0.9330964,0.4667627
B_rv_extraversion_LOW_039_labelonly,extraversion,LOW,-0.44689184,-0.62902886,-0.77802235,-0.3720338,0.45494154
B_rv_extraversion_LOW_033_labelonly,extraversion,LOW,-0.47313753,-0.48022723,-0.91266066,-0.6362195,0.30339852
B_rv_extraversion_LOW_041_labelonly,extraversion,LOW,-0.1861657,-0.4623571,-0.6891154,-0.38008925,0.39557162
B_rv_extraversion_LOW_040_labelonly,extraversion,LOW,-0.33984825,-0.4978182,-0.65795153,-0.5126154,0.3237078
B_rv_extraversion_LOW_042_labelonly,extraversion,LOW,-0.40510193,-0.67494357,-0.8570976,-0.5099688,0.43243262
B_rv_extraversion_LOW_043_labelonly,extraversion,LOW,-0.59820086,-0.8379705,-0.83685976,-0.71942663,0.4836138
B_rv_extraversion_LOW_037_labelonly,extraversion,LOW,-0.2796481,-0.46102768,-0.74916047,-0.39546373,0.42187282
B_rv_extraversion_LOW_047_labelonly,extraversion,LOW,-0.38184592,-0.3759415,-0.9135744,-0.633487,0.47393593
B_rv_extraversion_LOW_046_labelonly,extraversion,LOW,-0.45360827,-0.42765647,-0.78452486,-0.594057,0.38682804
B_rv_extraversion_LOW_044_labelonly,extraversion,LOW,-0.45762047,-0.68684363,-0.8944098,-0.5095341,0.37987182
B_rv_extraversion_LOW_045_labelonly,extraversion,LOW,-0.09770609,-0.30149728,-0.6383696,-0.412609,0.40765896
B_rv_extraversion_LOW_048_labelonly,extraversion,LOW,-0.32107604,-0.70563614,-0.9252571,-0.26144752,0.2890573
B_rv_extraversion_LOW_050_labelonly,extraversion,LOW,-0.30754456,-0.3416975,-0.69113463,-0.33527264,0.29307675
B_rv_extraversion_LOW_051_labelonly,extraversion,LOW,-0.14041817,-0.44354618,-0.8731763,-0.2750329,0.2210315
B_rv_extraversion_LOW_049_labelonly,extraversion,LOW,-0.5335524,-0.6649544,-1.0116692,-0.3795186,0.36731824
B_rv_extraversion_LOW_054_labelonly,extraversion,LOW,-0.05526989,-0.43045723,-0.44901735,-0.14408901,0.30533525
B_rv_extraversion_LOW_053_labelonly,extraversion,LOW,-0.31920496,-0.23697625,-0.7871658,-0.19561568,0.32348433
B_rv_extraversion_LOW_055_labelonly,extraversion,LOW,-0.30043748,-0.26588064,-0.62745166,-0.4121211,0.29217753
B_rv_extraversion_LOW_057_labelonly,extraversion,LOW,-0.35684615,-0.51381594,-0.9430065,-0.6290066,0.3207789
B_rv_extraversion_LOW_058_labelonly,extraversion,LOW,-0.39941648,-0.6674372,-0.8943456,-0.59768516,0.48651186
B_rv_extraversion_LOW_056_labelonly,extraversion,LOW,-0.20360357,-0.61988676,-0.8382104,-0.50828785,0.37672332
B_rv_extraversion_LOW_060_labelonly,extraversion,LOW,-0.3857045,-0.66507804,-0.8894764,-0.70539546,0.3586698
B_rv_extraversion_LOW_059_labelonly,extraversion,LOW,-0.66781366,-0.8347336,-0.98952067,-0.66655105,0.31332487
B_rv_extraversion_LOW_052_labelonly,extraversion,LOW,-0.47936106,-0.73942316,-1.0164284,-0.68151265,0.35861072
B_rv_extraversion_LOW_061_labelonly,extraversion,LOW,-0.733168,-0.8808856,-0.9967347,-0.69228584,0.4496221
B_rv_extraversion_LOW_064_labelonly,extraversion,LOW,-0.5405884,-0.7058666,-1.0105491,-0.501366,0.44243935
B_rv_extraversion_LOW_063_labelonly,extraversion,LOW,-0.45419228,-0.60657525,-0.683695,-0.4335375,0.53239155
B_rv_extraversion_LOW_065_labelonly,extraversion,LOW,-0.49372154,-0.60522735,-0.98481363,-0.43987408,0.31506348
B_rv_extraversion_LOW_062_labelonly,extraversion,LOW,-0.19018617,-0.30715635,-0.6169835,-0.39038542,0.46257672
B_rv_extraversion_LOW_066_labelonly,extraversion,LOW,-0.37073174,-0.6629642,-0.9798065,-0.7138902,0.31118163
B_rv_extraversion_LOW_068_labelonly,extraversion,LOW,-0.21052593,-0.4541391,-0.73085505,-0.38218626,0.37090397
B_rv_extraversion_LOW_067_labelonly,extraversion,LOW,-0.57702696,-0.77053654,-1.0208837,-0.74962676,0.31857976
B_rv_extraversion_LOW_069_labelonly,extraversion,LOW,-0.55225146,-0.63240564,-1.0097038,-0.7707935,0.40401983
B_rv_extraversion_LOW_071_labelonly,extraversion,LOW,-0.55184424,-0.55425704,-0.94688004,-0.8979132,0.50933933
B_rv_extraversion_LOW_073_labelonly,extraversion,LOW,-0.2989498,-0.50835806,-0.8320381,-0.35861436,0.3535165
B_rv_extraversion_LOW_072_labelonly,extraversion,LOW,-0.26572028,-0.35922024,-0.6631797,-0.08401046,0.41828117
B_rv_extraversion_LOW_070_labelonly,extraversion,LOW,-0.09694753,-0.28231308,-0.63243175,-0.044753514,0.28321135
B_rv_extraversion_LOW_074_labelonly,extraversion,LOW,-0.14578104,-0.43108606,-0.6767265,-0.24090506,0.33954793
B_rv_extraversion_LOW_075_labelonly,extraversion,LOW,-0.21557808,-0.27888468,-0.7109311,-0.06481334,0.18817198
B_rv_extraversion_LOW_078_labelonly,extraversion,LOW,-0.45071706,-0.5827189,-0.9020663,-0.4727644,0.3808057
B_rv_extraversion_LOW_077_labelonly,extraversion,LOW,-0.90922934,-1.0771353,-1.3361055,-1.0200527,0.37185583
B_rv_extraversion_LOW_076_labelonly,extraversion,LOW,-0.39122185,-0.5351968,-0.83790666,-0.44908717,0.31456026
B_rv_extraversion_HIGH_099_labelonly,extraversion,HIGH,-0.6145938,-0.4901104,-1.1253232,-0.5373898,0.29125205
B_rv_extraversion_LOW_080_labelonly,extraversion,LOW,-0.5880916,-0.6382196,-0.6846388,-0.50991994,0.47844604
B_rv_extraversion_LOW_081_labelonly,extraversion,LOW,-0.7744221,-0.8889586,-1.225644,-1.175507,0.47462538
B_rv_extraversion_LOW_079_labelonly,extraversion,LOW,-0.5128531,-0.74124146,-1.024906,-0.86623836,0.44885096
B_rv_extraversion_LOW_082_labelonly,extraversion,LOW,-0.84777325,-0.882235,-1.4790438,-0.85677695,0.2716629
B_rv_extraversion_LOW_084_labelonly,extraversion,LOW,-0.35408103,-0.5089754,-0.87288547,-0.5193362,0.454814
B_rv_extraversion_LOW_085_labelonly,extraversion,LOW,-0.15309894,-0.2768153,-0.7264177,-0.3988786,0.41200858
B_rv_extraversion_LOW_087_labelonly,extraversion,LOW,0.041584887,-0.38435626,-0.45136803,-0.1942911,0.20584564
B_rv_extraversion_LOW_088_labelonly,extraversion,LOW,-0.28209397,-0.6221421,-0.9614932,-0.40243253,0.3946202
B_rv_extraversion_LOW_090_labelonly,extraversion,LOW,-0.682904,-0.76511955,-1.2355086,-0.77695316,0.42147818
B_rv_extraversion_LOW_086_labelonly,extraversion,LOW,-0.2570611,-0.46739593,-0.83467525,-0.21268326,0.24640895
B_rv_extraversion_LOW_083_labelonly,extraversion,LOW,-0.7951907,-0.8725978,-1.2193168,-0.8104969,0.47296342
B_rv_extraversion_LOW_089_labelonly,extraversion,LOW,-0.78088033,-0.9568083,-1.0831364,-0.96815944,0.48287436
B_rv_extraversion_LOW_091_labelonly,extraversion,LOW,-0.44264397,-0.46735036,-0.898282,-0.32339388,0.31907636
B_rv_extraversion_LOW_092_labelonly,extraversion,LOW,-0.5881349,-0.6690576,-0.8215062,-0.59671277,0.53226775
B_rv_extraversion_LOW_094_labelonly,extraversion,LOW,-0.25153884,-0.41832942,-0.7482702,-0.3406229,0.44230053
B_rv_extraversion_LOW_096_labelonly,extraversion,LOW,-0.7637242,-0.9665079,-1.2193177,-0.7455392,0.26559076
B_rv_extraversion_LOW_093_labelonly,extraversion,LOW,-0.40034512,-0.635003,-0.74889976,-0.5133904,0.34008417
B_rv_extraversion_LOW_095_labelonly,extraversion,LOW,-0.46548855,-0.78834784,-0.7804098,-0.56282246,0.42775008
B_rv_extraversion_LOW_100_labelonly,extraversion,LOW,-0.2227285,-0.6949889,-0.64867747,-0.47648853,0.3749725
B_rv_extraversion_LOW_099_labelonly,extraversion,LOW,-0.45642683,-0.73114216,-1.1449922,-0.57621217,0.47283292
B_rv_extraversion_LOW_097_labelonly,extraversion,LOW,-0.41560736,-0.56609815,-0.92232627,-0.5065818,0.41554376
B_rv_extraversion_LOW_098_labelonly,extraversion,LOW,-0.73132366,-0.8943571,-1.0828904,-1.1327976,0.47347176
B_rv_extraversion_LOW_101_labelonly,extraversion,LOW,-0.3808186,-0.46578133,-0.7789491,-0.58169025,0.34307274
B_rv_extraversion_LOW_102_labelonly,extraversion,LOW,-0.44127223,-0.684518,-0.96165204,-0.48769102,0.3292139
B_rv_extraversion_LOW_104_labelonly,extraversion,LOW,-0.5422625,-0.708629,-0.86689234,-0.42959404,0.42154866
B_rv_extraversion_LOW_105_labelonly,extraversion,LOW,-0.043021254,-0.3842164,-0.68997353,-0.3264803,0.38106096
B_rv_extraversion_LOW_108_labelonly,extraversion,LOW,-0.3039393,-0.557415,-0.88476056,-0.42341068,0.39336827
B_rv_extraversion_LOW_106_labelonly,extraversion,LOW,-0.6062037,-0.8708827,-1.0464495,-0.60929364,0.46167052
B_rv_extraversion_LOW_103_labelonly,extraversion,LOW,-0.51344544,-0.5034996,-0.8769631,-0.5561173,0.43974352
B_rv_extraversion_LOW_110_labelonly,extraversion,LOW,-0.35768756,-0.49319246,-0.772688,-0.4367805,0.38999054
B_rv_extraversion_LOW_107_labelonly,extraversion,LOW,-0.70759195,-0.8902825,-1.2103075,-0.8081567,0.33604494
B_rv_extraversion_LOW_111_labelonly,extraversion,LOW,-0.22342803,-0.47594166,-0.63491535,-0.30170062,0.35911837
B_rv_extraversion_LOW_113_labelonly,extraversion,LOW,-0.24393365,-0.4418316,-0.87638694,-0.44324815,0.26091424
B_rv_extraversion_LOW_112_labelonly,extraversion,LOW,-0.35945243,-0.5960579,-0.81028646,-0.26277456,0.42777482
B_rv_extraversion_LOW_109_labelonly,extraversion,LOW,-1.0302675,-0.8861918,-1.1424973,-0.6410881,0.59482014
B_rv_extraversion_LOW_117_labelonly,extraversion,LOW,-0.28871498,-0.36311102,-0.71729213,-0.4834253,0.2835171
B_rv_extraversion_LOW_118_labelonly,extraversion,LOW,-0.49007842,-0.6881495,-0.8376592,-0.7034684,0.37727472
B_rv_extraversion_LOW_116_labelonly,extraversion,LOW,-0.18239458,-0.1954347,-0.54565734,-0.2762686,0.23784037
B_rv_extraversion_LOW_119_labelonly,extraversion,LOW,-0.7565582,-0.8807502,-1.2025342,-0.8083432,0.434008
B_rv_extraversion_LOW_120_labelonly,extraversion,LOW,-0.34166545,-0.50043166,-0.7041432,-0.3274234,0.31749538
B_rv_extraversion_LOW_115_labelonly,extraversion,LOW,-0.11741299,-0.4120561,-0.80835277,-0.6073368,0.28804913
B_rv_extraversion_LOW_121_labelonly,extraversion,LOW,-0.45723447,-0.63159764,-0.8930143,-0.6883569,0.43176866
B_rv_extraversion_LOW_124_labelonly,extraversion,LOW,-0.3885568,-0.72170275,-1.0148485,-0.6325385,0.31505755
B_rv_agreeableness_HIGH_001_labelonly,agreeableness,HIGH,-0.24756229,-0.39563692,-0.7059731,-0.5146131,0.23232917
B_rv_extraversion_LOW_122_labelonly,extraversion,LOW,-0.44804028,-0.59859097,-0.70521456,-0.44036588,0.30564573
B_rv_extraversion_LOW_123_labelonly,extraversion,LOW,-0.45066485,-0.6646026,-0.8065309,-0.6642807,0.42608914
B_rv_agreeableness_HIGH_002_labelonly,agreeableness,HIGH,-0.755928,-0.7654127,-1.2127773,-0.76303065,0.5568594
B_rv_agreeableness_HIGH_004_labelonly,agreeableness,HIGH,-0.913594,-0.77929723,-1.1857115,-0.6216694,0.635845
B_rv_agreeableness_HIGH_003_labelonly,agreeableness,HIGH,-0.028043546,-0.39645496,-0.6279772,-0.1955949,0.3017966
B_rv_agreeableness_HIGH_006_labelonly,agreeableness,HIGH,-0.37494642,-0.41416323,-0.9830522,-0.3736823,0.24202836
B_rv_agreeableness_HIGH_008_labelonly,agreeableness,HIGH,-0.92511135,-0.93445486,-1.1044503,-1.1081312,0.5711054
B_rv_agreeableness_HIGH_009_labelonly,agreeableness,HIGH,-0.07724703,-0.3689538,-0.8136414,-0.2912686,0.3616551
B_rv_agreeableness_HIGH_010_labelonly,agreeableness,HIGH,-0.4588571,-0.6838072,-0.8165989,-0.55398256,0.2972869
B_rv_agreeableness_HIGH_007_labelonly,agreeableness,HIGH,-0.30849352,-0.4467715,-0.8223247,-0.54133505,0.3281147
B_rv_agreeableness_HIGH_011_labelonly,agreeableness,HIGH,-0.8314371,-0.68516207,-1.0692722,-0.71844137,0.5438871
B_rv_extraversion_LOW_114_labelonly,extraversion,LOW,-0.26976207,-0.2869113,-0.8537128,-0.42398784,0.1854801
B_rv_agreeableness_HIGH_000_labelonly,agreeableness,HIGH,-0.21598732,-0.31845224,-0.765171,-0.33412436,0.3694404
B_rv_agreeableness_HIGH_012_labelonly,agreeableness,HIGH,-0.61092913,-0.67458284,-1.1197294,-0.79743093,0.47393116
B_rv_agreeableness_HIGH_013_labelonly,agreeableness,HIGH,-0.1293445,-0.4861219,-0.7334363,-0.32948428,0.4328087
B_rv_agreeableness_HIGH_015_labelonly,agreeableness,HIGH,-0.7433912,-0.9197461,-1.2542897,-0.69802797,0.6110687
B_rv_agreeableness_HIGH_014_labelonly,agreeableness,HIGH,-0.5111678,-0.6523998,-1.0168033,-0.67860246,0.3919632
B_rv_agreeableness_HIGH_016_labelonly,agreeableness,HIGH,-0.3398657,-0.47437602,-0.84064126,-0.47247544,0.22457875
B_rv_agreeableness_HIGH_005_labelonly,agreeableness,HIGH,-0.4394516,-0.7368314,-0.55510443,-0.2607463,0.4529126
B_rv_agreeableness_HIGH_018_labelonly,agreeableness,HIGH,-0.41686198,-0.5806087,-0.9763642,-0.57139003,0.39132324
B_rv_agreeableness_HIGH_017_labelonly,agreeableness,HIGH,-0.6087687,-0.63810086,-1.2052958,-0.7289387,0.42508548
B_rv_agreeableness_HIGH_020_labelonly,agreeableness,HIGH,-0.8658874,-0.84694207,-1.2670125,-0.7949577,0.4823416
B_rv_agreeableness_HIGH_022_labelonly,agreeableness,HIGH,-1.0329626,-0.83008534,-1.2834731,-1.0991452,0.56241894
B_rv_agreeableness_HIGH_023_labelonly,agreeableness,HIGH,-0.45119864,-0.5368537,-0.9397059,-0.561982,0.45360228
B_rv_agreeableness_HIGH_019_labelonly,agreeableness,HIGH,-0.32805154,-0.37201816,-0.8228808,-0.38006848,0.338428
B_rv_agreeableness_HIGH_021_labelonly,agreeableness,HIGH,-0.64142907,-0.52602303,-0.9172794,-0.5519996,0.44652456
B_rv_agreeableness_HIGH_024_labelonly,agreeableness,HIGH,-0.32969216,-0.5322795,-0.8768998,-0.42816457,0.46497315
B_rv_agreeableness_HIGH_025_labelonly,agreeableness,HIGH,-0.52209777,-0.66829973,-1.0340475,-0.65672964,0.4412847
B_rv_agreeableness_HIGH_027_labelonly,agreeableness,HIGH,-0.96042025,-1.090049,-1.1748966,-0.9748697,0.4973726
B_rv_agreeableness_HIGH_026_labelonly,agreeableness,HIGH,-0.38672477,-0.4117204,-0.6941225,-0.30719528,0.38252473
B_rv_agreeableness_HIGH_030_labelonly,agreeableness,HIGH,-0.3291323,-0.56296873,-0.885521,-0.46862766,0.27068397
B_rv_agreeableness_HIGH_029_labelonly,agreeableness,HIGH,-0.16952726,-0.5178186,-0.83580476,-0.37498662,0.3527604
B_rv_agreeableness_HIGH_035_labelonly,agreeableness,HIGH,-0.42878762,-0.60783434,-0.8120037,-0.23947716,0.30393276
B_rv_agreeableness_HIGH_033_labelonly,agreeableness,HIGH,-0.7770575,-0.94197345,-1.0885245,-0.89287734,0.59683836
B_rv_agreeableness_HIGH_034_labelonly,agreeableness,HIGH,-0.57596356,-0.5886382,-1.1375307,-0.65392137,0.40785798
B_rv_agreeableness_HIGH_028_labelonly,agreeableness,HIGH,-0.55733764,-0.6977501,-0.8838391,-0.73469114,0.3993584
B_rv_agreeableness_HIGH_031_labelonly,agreeableness,HIGH,-0.73567533,-0.85459054,-1.1586932,-0.8263113,0.65913856
B_rv_agreeableness_HIGH_032_labelonly,agreeableness,HIGH,-0.8119144,-0.7706106,-1.019112,-0.98569906,0.436757
B_rv_agreeableness_HIGH_036_labelonly,agreeableness,HIGH,-0.12040595,-0.45457596,-0.6893471,-0.19292286,0.14900692
B_rv_agreeableness_HIGH_041_labelonly,agreeableness,HIGH,-0.18875022,-0.29737866,-0.8140605,-0.44891444,0.39114103
B_rv_agreeableness_HIGH_038_labelonly,agreeableness,HIGH,-0.64743197,-0.58229756,-1.0722046,-0.75428677,0.5311276
B_rv_agreeableness_HIGH_040_labelonly,agreeableness,HIGH,-0.2563676,-0.56902474,-0.7183549,-0.37437144,0.28356838
B_rv_agreeableness_HIGH_037_labelonly,agreeableness,HIGH,-0.63667476,-0.81507516,-0.95775956,-0.65003264,0.37228605
B_rv_agreeableness_HIGH_043_labelonly,agreeableness,HIGH,-0.36288083,-0.54126227,-0.9810336,-0.621265,0.24788933
B_rv_agreeableness_HIGH_039_labelonly,agreeableness,HIGH,-0.7929888,-0.8128741,-1.2619212,-0.98778117,0.50834054
B_rv_agreeableness_HIGH_042_labelonly,agreeableness,HIGH,-0.34230635,-0.2792472,-0.7263683,-0.4516523,0.40245384
B_rv_agreeableness_HIGH_044_labelonly,agreeableness,HIGH,-0.2594247,-0.46096745,-0.7342224,-0.24251334,0.26008812
B_rv_agreeableness_HIGH_047_labelonly,agreeableness,HIGH,-0.40342575,-0.43971378,-0.8022146,-0.4142628,0.46027637
B_rv_agreeableness_HIGH_045_labelonly,agreeableness,HIGH,-0.84332734,-0.87597513,-1.3202544,-0.84671843,0.5795242
B_rv_agreeableness_HIGH_048_labelonly,agreeableness,HIGH,-0.75014603,-0.9688663,-1.1424304,-0.8478881,0.5158716
B_rv_agreeableness_HIGH_051_labelonly,agreeableness,HIGH,-0.8783277,-0.89484936,-1.2965626,-0.8978185,0.6026788
B_rv_agreeableness_HIGH_050_labelonly,agreeableness,HIGH,-1.0212322,-0.9025943,-1.3345599,-1.2984849,0.61132425
B_rv_agreeableness_HIGH_052_labelonly,agreeableness,HIGH,-0.6051135,-0.45849863,-0.93397546,-0.5409042,0.3323542
B_rv_agreeableness_HIGH_053_labelonly,agreeableness,HIGH,-1.0423868,-1.1302426,-1.4240971,-1.0016859,0.5401621
B_rv_agreeableness_HIGH_054_labelonly,agreeableness,HIGH,-0.21847203,-0.19385426,-0.59766334,-0.22338457,0.26148906
B_rv_agreeableness_HIGH_055_labelonly,agreeableness,HIGH,-0.5115426,-0.8480152,-1.1222216,-0.6527411,0.41301373
B_rv_agreeableness_HIGH_056_labelonly,agreeableness,HIGH,-0.7247695,-0.5898428,-1.0782561,-0.8244494,0.48285988
B_rv_agreeableness_HIGH_049_labelonly,agreeableness,HIGH,-0.55409974,-0.6326001,-0.7391531,-0.51837677,0.45472777
B_rv_agreeableness_HIGH_057_labelonly,agreeableness,HIGH,-0.16815913,-0.37864006,-0.65521204,-0.23830873,0.2972843
B_rv_agreeableness_HIGH_059_labelonly,agreeableness,HIGH,-0.807736,-0.7318677,-1.1283386,-0.65447223,0.54347986
B_rv_agreeableness_HIGH_061_labelonly,agreeableness,HIGH,-0.16590954,-0.37916693,-0.700029,-0.376065,0.35383937
B_rv_agreeableness_HIGH_060_labelonly,agreeableness,HIGH,-0.10557952,-0.25700435,-0.72671515,-0.41507718,0.31581673
B_rv_agreeableness_HIGH_063_labelonly,agreeableness,HIGH,-1.1391786,-1.0018423,-1.532059,-0.8318864,0.43950853
B_rv_agreeableness_HIGH_064_labelonly,agreeableness,HIGH,-0.60638857,-1.0328873,-1.051212,-0.720492,0.46119213
B_rv_agreeableness_HIGH_058_labelonly,agreeableness,HIGH,-0.3534572,-0.52285254,-0.88155806,-0.40832722,0.31126162
B_rv_agreeableness_HIGH_062_labelonly,agreeableness,HIGH,-0.64190966,-0.7858323,-1.0178374,-0.42005548,0.22872661
B_rv_agreeableness_HIGH_065_labelonly,agreeableness,HIGH,-0.756718,-0.82000655,-1.0531896,-0.7086564,0.4952893
B_rv_agreeableness_HIGH_067_labelonly,agreeableness,HIGH,-0.095573895,-0.37781343,-0.5261236,-0.17594406,0.4137302
B_rv_agreeableness_HIGH_069_labelonly,agreeableness,HIGH,-0.5675499,-0.5731126,-0.9220272,-0.64550316,0.54936695
B_rv_agreeableness_HIGH_066_labelonly,agreeableness,HIGH,-0.081017695,-0.3392653,-0.72364026,-0.2939677,0.17632595
B_rv_agreeableness_HIGH_070_labelonly,agreeableness,HIGH,-0.9291841,-0.899697,-1.3931023,-0.8569623,0.49518248
B_rv_agreeableness_HIGH_071_labelonly,agreeableness,HIGH,-0.48863408,-0.58455265,-0.87537426,-0.373099,0.5646387
B_rv_agreeableness_HIGH_068_labelonly,agreeableness,HIGH,-0.5890229,-0.6023038,-1.1878219,-0.7881956,0.31063113
B_rv_agreeableness_HIGH_072_labelonly,agreeableness,HIGH,-0.51663965,-0.7588463,-1.016427,-0.69811857,0.39956412
B_rv_agreeableness_HIGH_073_labelonly,agreeableness,HIGH,-0.87424487,-0.707849,-1.1241798,-0.66599894,0.5037087
B_rv_agreeableness_HIGH_075_labelonly,agreeableness,HIGH,-0.52888197,-0.5258394,-0.9726795,-0.6021885,0.45383447
B_rv_agreeableness_HIGH_076_labelonly,agreeableness,HIGH,-0.33887696,-0.37673518,-0.7708433,-0.31440508,0.33719862
B_rv_agreeableness_HIGH_046_labelonly,agreeableness,HIGH,-0.2463812,-0.4210533,-0.78245604,-0.20851408,0.3381441
B_rv_agreeableness_HIGH_079_labelonly,agreeableness,HIGH,-0.22993039,-0.700744,-0.88929486,-0.36062786,0.35568145
B_rv_agreeableness_HIGH_074_labelonly,agreeableness,HIGH,-0.5773332,-0.990409,-1.3094163,-0.6182672,0.33864817
B_rv_agreeableness_HIGH_078_labelonly,agreeableness,HIGH,-0.8580953,-1.0866703,-1.23982,-0.67870796,0.41040805
B_rv_agreeableness_HIGH_080_labelonly,agreeableness,HIGH,-0.29577282,-0.48349932,-0.7313935,-0.4983705,0.28265375
B_rv_agreeableness_HIGH_081_labelonly,agreeableness,HIGH,-0.4382091,-0.52996194,-0.8889465,-0.38670978,0.32416254
B_rv_agreeableness_HIGH_077_labelonly,agreeableness,HIGH,-0.41493702,-0.2553783,-0.92525005,-0.47017816,0.20218089
B_rv_agreeableness_HIGH_082_labelonly,agreeableness,HIGH,-0.40620834,-0.25663096,-1.0676018,-0.40855792,0.3043162
B_rv_agreeableness_HIGH_085_labelonly,agreeableness,HIGH,-0.66449267,-0.7988356,-1.0327263,-0.63992894,0.46222258
B_rv_agreeableness_HIGH_083_labelonly,agreeableness,HIGH,-0.4028512,-0.63933176,-0.97206455,-0.6891271,0.45205867
B_rv_agreeableness_HIGH_084_labelonly,agreeableness,HIGH,-0.1915706,-0.40648693,-0.6238173,-0.09821295,0.37521222
B_rv_agreeableness_HIGH_087_labelonly,agreeableness,HIGH,-1.1134312,-1.0869576,-1.3433071,-0.985132,0.5508064
B_rv_agreeableness_HIGH_086_labelonly,agreeableness,HIGH,-0.29047826,-0.51842356,-0.8132256,-0.2890208,0.36563575
B_rv_agreeableness_HIGH_089_labelonly,agreeableness,HIGH,-1.052433,-1.0629731,-1.5142208,-0.93873733,0.4943116
B_rv_agreeableness_HIGH_091_labelonly,agreeableness,HIGH,-0.79029095,-0.8108109,-1.2529753,-0.77713186,0.4371028
B_rv_agreeableness_HIGH_093_labelonly,agreeableness,HIGH,-0.45286205,-0.6593846,-0.8700424,-0.30019262,0.25464454
B_rv_agreeableness_HIGH_090_labelonly,agreeableness,HIGH,-1.0035316,-1.1044402,-1.4898646,-0.96974707,0.3991856
B_rv_agreeableness_HIGH_088_labelonly,agreeableness,HIGH,-0.97741354,-0.79111874,-1.378311,-1.0581322,0.46989378
B_rv_agreeableness_HIGH_095_labelonly,agreeableness,HIGH,-0.9611936,-0.83825994,-1.3873059,-1.0215077,0.50150657
B_rv_agreeableness_HIGH_096_labelonly,agreeableness,HIGH,-0.32980284,-0.5389018,-0.74835676,-0.4486234,0.22725168
B_rv_agreeableness_HIGH_092_labelonly,agreeableness,HIGH,-0.94551265,-1.0441217,-1.3276716,-0.9045311,0.538552
B_rv_agreeableness_HIGH_097_labelonly,agreeableness,HIGH,-0.2543638,-0.45750856,-0.7816739,-0.28569528,0.28890166
B_rv_agreeableness_HIGH_094_labelonly,agreeableness,HIGH,-0.93811476,-0.8454113,-1.2492503,-1.1213729,0.46531725
B_rv_agreeableness_HIGH_098_labelonly,agreeableness,HIGH,-0.16807587,-0.28004777,-0.87553984,-0.48088124,0.30972132
B_rv_agreeableness_HIGH_102_labelonly,agreeableness,HIGH,-0.1523682,-0.33874938,-0.6661873,-0.26524568,0.38108853
B_rv_agreeableness_HIGH_099_labelonly,agreeableness,HIGH,-0.55109006,-0.52283394,-0.8681883,-0.48411617,0.32669827
B_rv_agreeableness_HIGH_101_labelonly,agreeableness,HIGH,-0.6128911,-0.8845748,-1.1547453,-0.9111632,0.59844184
B_rv_agreeableness_HIGH_103_labelonly,agreeableness,HIGH,-0.22024447,-0.4423365,-0.7191623,-0.3199604,0.28448734
B_rv_agreeableness_HIGH_100_labelonly,agreeableness,HIGH,-0.8289347,-0.6778989,-0.87224627,-0.7237723,0.398739
B_rv_agreeableness_HIGH_104_labelonly,agreeableness,HIGH,-1.0940111,-0.93485814,-1.5063668,-0.87052095,0.573035
B_rv_agreeableness_HIGH_107_labelonly,agreeableness,HIGH,-0.6458008,-0.68245786,-1.1104507,-0.6705052,0.52859443
B_rv_agreeableness_HIGH_109_labelonly,agreeableness,HIGH,-0.48415726,-0.58129,-0.8535095,-0.58538723,0.4744717
